ID,Name,N_rows,Date,Time,Record_identifier,System_status,Latitude,Longitude,Max_sustained_winds,Min_pressure,NE_wind_34,SE_wind_34,SW_wind_34,NW_wind_34,NE_wind_50,SE_wind_50,SW_wind_50,NW_wind_50,NE_wind_64,SE_wind_64,SW_wind_64,NW_wind_64,Max_wind_radius,,
,,,AL051866,UNNAMED,12,,,,,,,,,,,,,,,,,,,,
,,,18990913,1200,,HU,33.5N,63.2W,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,18990913,1800,,HU,34.9N,61.9W,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,18990914,0,,HU,36.5N,60.5W,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,18990914,600,,HU,38.5N,58.8W,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,18990914,1200,,HU,40.5N,57.0W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,18990914,1800,,HU,43.1N,55.1W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,18990915,0,,HU,45.8N,53.5W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,18990915,600,,EX,48.9N,52.5W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,18990915,1200,,EX,52.0N,52.5W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,18990915,1800,,EX,55.0N,53.0W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,AL131977,EVELYN,10,,,,,,,,,,,,,,,,,,,,
,,,19771013,1800,,TD,26.9N,62.9W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19771014,0,,TD,29.0N,64.0W,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19771014,600,,TS,30.9N,64.9W,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19771014,1200,,TS,33.0N,64.9W,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19771014,1800,,TS,35.9N,64.4W,50,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19771015,0,,HU,39.2N,63.3W,65,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19771015,600,,HU,42.4N,61.5W,70,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19771015,1200,,HU,45.5N,60.1W,70,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19771015,1800,,HU,47.4N,59.2W,70,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19771016,0,,EX,49.1N,58.3W,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,AL131995,LUIS,61,,,,,,,,,,,,,,,,,,,,
,,,19950828,1800,,TD,11.4N,27.5W,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950829,0,,TS,11.6N,29.0W,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950829,600,,TS,11.8N,30.5W,40,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950829,1200,,TS,12.2N,31.9W,40,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950829,1800,,TS,12.7N,33.1W,35,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950830,0,,TS,13.0N,34.2W,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950830,600,,TS,13.2N,35.3W,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950830,1200,,TS,13.4N,36.2W,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950830,1800,,TS,13.7N,37.0W,45,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950831,0,,TS,14.0N,37.9W,55,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950831,600,,HU,14.3N,38.8W,75,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950831,1200,,HU,14.6N,39.7W,80,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950831,1800,,HU,15.0N,40.7W,90,971,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950901,0,,HU,15.4N,41.7W,100,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950901,600,,HU,15.8N,42.6W,105,958,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950901,1200,,HU,16.2N,43.6W,115,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950901,1800,,HU,16.5N,44.7W,115,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950902,0,,HU,16.8N,45.8W,115,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950902,600,,HU,17.0N,46.9W,115,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950902,1200,,HU,17.2N,48.0W,120,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950902,1800,,HU,17.3N,49.2W,120,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950903,0,,HU,17.3N,50.5W,120,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950903,600,,HU,17.4N,51.8W,120,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950903,1200,,HU,17.3N,53.1W,120,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950903,1800,,HU,17.3N,54.3W,125,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950904,0,,HU,17.1N,55.6W,125,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950904,600,,HU,17.0N,56.8W,130,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950904,1200,,HU,17.0N,58.0W,130,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950904,1800,,HU,17.0N,59.1W,125,943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950905,0,,HU,17.1N,60.1W,125,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950905,600,,HU,17.3N,61.0W,120,939,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950905,1200,,HU,17.5N,61.7W,115,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950905,1800,,HU,18.0N,62.4W,115,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950906,0,,HU,18.4N,63.0W,115,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950906,600,,HU,18.9N,63.6W,120,939,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950906,1200,,HU,19.4N,64.2W,120,943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950906,1800,,HU,20.1N,64.9W,125,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950907,0,,HU,20.7N,65.4W,125,938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950907,600,,HU,21.3N,66.0W,120,936,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950907,1200,,HU,22.0N,66.6W,115,941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950907,1800,,HU,22.8N,67.2W,115,938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950908,0,,HU,24.3N,68.0W,115,935,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950908,600,,HU,25.8N,68.8W,115,939,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950908,1200,,HU,26.4N,69.3W,110,941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950908,1800,,HU,26.5N,69.5W,105,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950909,0,,HU,27.1N,69.8W,100,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950909,600,,HU,29.1N,69.5W,95,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950909,1200,,HU,31.0N,69.1W,90,952,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950909,1800,,HU,32.7N,68.6W,85,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950910,0,,HU,34.5N,67.2W,85,959,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950910,600,,HU,36.5N,65.4W,85,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950910,1200,,HU,38.4N,63.7W,85,961,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950910,1800,,EX,40.9N,60.9W,85,966,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950911,0,,EX,43.9N,57.7W,95,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950911,600,,EX,47.1N,54.2W,105,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950911,1200,,EX,51.5N,48.5W,90,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950911,1800,,EX,55.0N,46.0W,75,958,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950912,0,,EX,57.0N,45.0W,60,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950912,600,,EX,58.0N,44.0W,60,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950912,1200,,EX,59.0N,42.0W,60,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,19950912,1800,,EX,60.0N,40.0W,50,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,AL082002,GUSTAV,30,,,,,,,,,,,,,,,,,,,,
,,,20020908,1200,,SD,29.0N,71.0W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020908,1800,,SS,30.2N,71.1W,35,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020909,0,,SS,30.5N,72.3W,40,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020909,600,,SS,31.2N,72.6W,40,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020909,1200,,SS,31.6N,73.6W,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020909,1800,,SS,31.9N,74.5W,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020910,0,,SS,32.1N,75.5W,45,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020910,600,,SS,33.0N,75.5W,50,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020910,1200,,TS,33.7N,75.4W,50,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020910,1800,,TS,35.0N,75.4W,55,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020911,0,,TS,35.5N,74.7W,55,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020911,600,,TS,36.8N,73.0W,60,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020911,1200,,HU,38.0N,70.8W,70,971,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020911,1800,,HU,40.3N,66.8W,85,964,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020912,0,,HU,43.1N,62.8W,80,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020912,400,P,HU,45.3N,60.8W,80,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020912,430,L,HU,45.6N,60.4W,80,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020912,600,,HU,46.5N,59.6W,75,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020912,900,L,HU,47.6N,58.6W,65,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020912,1200,,EX,48.6N,57.7W,60,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020912,1800,,EX,50.1N,55.5W,60,967,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020913,0,,EX,51.0N,54.0W,55,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020913,600,,EX,52.5N,52.5W,50,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020913,1200,,EX,54.5N,51.4W,45,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020913,1800,,EX,56.0N,49.5W,45,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020914,0,,EX,57.0N,51.5W,40,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020914,600,,EX,58.0N,52.5W,35,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020914,1200,,EX,59.5N,53.5W,30,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020914,1800,,EX,61.0N,54.0W,30,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,20020915,0,,EX,62.5N,54.5W,20,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,
,,,AL112010,IGOR,61,,,,,,,,,,,,,,,,,,,,
,,,20100908,600,,TD,14.0N,22.7W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,-999,,
,,,20100908,1200,,TS,13.8N,23.3W,40,1005,0,45,45,30,0,0,0,0,0,0,0,0,-999,,
,,,20100908,1800,,TS,13.8N,23.7W,40,1005,0,45,45,30,0,0,0,0,0,0,0,0,-999,,
,,,20100909,0,,TS,13.8N,24.1W,40,1005,0,45,45,30,0,0,0,0,0,0,0,0,-999,,
,,,20100909,600,,TS,13.9N,24.8W,35,1005,0,45,45,30,0,0,0,0,0,0,0,0,-999,,
,,,20100909,1200,,TD,14.2N,25.5W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,-999,,
,,,20100909,1800,,TD,14.7N,26.4W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,-999,,
,,,20100910,0,,TD,15.4N,27.5W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,-999,,
,,,20100910,600,,TD,15.9N,28.7W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,-999,,
,,,20100910,1200,,TS,16.3N,30.4W,35,1004,0,0,30,30,0,0,0,0,0,0,0,0,-999,,
,,,20100910,1800,,TS,16.6N,32.5W,40,1002,0,0,40,40,0,0,0,0,0,0,0,0,-999,,
,,,20100911,0,,TS,16.9N,34.8W,50,999,0,0,40,40,0,0,0,20,0,0,0,0,-999,,
,,,20100911,600,,TS,17.1N,37.0W,60,995,40,40,40,40,20,0,0,20,0,0,0,0,-999,,
,,,20100911,1200,,TS,17.3N,38.7W,60,995,100,60,60,100,45,30,0,30,0,0,0,0,-999,,
,,,20100911,1800,,TS,17.4N,40.4W,60,995,100,60,60,100,45,30,0,30,0,0,0,0,-999,,
,,,20100912,0,,HU,17.6N,42.0W,65,987,100,60,60,100,45,30,20,30,15,0,0,15,-999,,
,,,20100912,600,,HU,17.7N,43.5W,70,985,100,60,60,100,45,30,20,30,15,0,0,15,-999,,
,,,20100912,1200,,HU,17.7N,44.9W,90,970,120,80,80,120,50,40,30,40,30,15,15,20,-999,,
,,,20100912,1800,,HU,17.7N,46.1W,115,948,140,110,90,130,70,60,40,60,30,30,15,30,-999,,
,,,20100913,0,,HU,17.7N,47.3W,130,935,140,110,90,130,70,60,40,60,30,30,15,30,-999,,
,,,20100913,600,,HU,17.6N,48.3W,130,935,150,140,90,130,70,60,50,60,30,30,15,30,-999,,
,,,20100913,1200,,HU,17.6N,49.3W,130,933,150,140,100,130,80,60,50,80,45,30,30,45,-999,,
,,,20100913,1800,,HU,17.6N,50.2W,125,937,180,140,110,140,90,70,60,80,45,30,30,45,-999,,
,,,20100914,0,,HU,17.7N,50.9W,125,937,180,140,110,140,90,70,60,80,45,30,30,45,-999,,
,,,20100914,600,,HU,17.9N,51.5W,115,945,180,140,110,140,90,70,60,80,45,30,30,45,-999,,
,,,20100914,1200,,HU,18.2N,52.1W,115,945,180,140,110,140,90,70,60,80,45,30,30,45,-999,,
,,,20100914,1800,,HU,18.6N,52.8W,125,933,210,150,130,160,90,70,60,90,45,30,30,45,-999,,
,,,20100915,0,,HU,18.9N,53.5W,135,924,210,150,130,160,100,70,60,90,45,30,30,45,-999,,
,,,20100915,600,,HU,19.2N,54.1W,125,935,210,150,130,160,100,80,60,90,45,30,30,45,-999,,
,,,20100915,1200,,HU,19.5N,54.7W,115,945,210,150,130,160,100,80,60,90,45,30,30,45,-999,,
,,,20100915,1800,,HU,19.8N,55.3W,115,942,210,175,140,175,120,80,60,100,45,45,30,45,-999,,
,,,20100916,0,,HU,20.1N,56.0W,120,936,240,210,180,210,120,90,80,100,60,45,45,60,-999,,
,,,20100916,600,,HU,20.4N,56.5W,125,929,240,210,180,210,130,90,80,110,60,45,45,60,-999,,
,,,20100916,1200,,HU,20.8N,57.1W,120,934,240,210,180,210,130,90,80,110,60,45,45,60,-999,,
,,,20100916,1800,,HU,21.4N,57.8W,115,940,250,210,180,225,140,110,100,120,90,60,45,75,-999,,
,,,20100917,0,,HU,21.8N,58.4W,115,935,250,210,180,225,140,110,100,120,90,60,45,75,-999,,
,,,20100917,600,,HU,22.2N,59.1W,110,935,250,210,180,240,140,110,100,120,90,60,45,75,-999,,
,,,20100917,1200,,HU,22.8N,59.9W,100,945,250,210,180,240,140,110,100,120,90,60,45,75,-999,,
,,,20100917,1800,,HU,23.5N,60.7W,90,947,300,210,200,240,160,110,130,120,90,60,45,75,-999,,
,,,20100918,0,,HU,24.2N,61.6W,90,947,300,210,200,240,160,110,130,120,90,60,45,75,-999,,
,,,20100918,600,,HU,24.9N,62.5W,85,939,300,210,200,240,160,110,130,130,90,60,45,75,-999,,
,,,20100918,1200,,HU,25.7N,63.3W,85,939,300,210,200,240,160,110,130,130,90,60,45,75,-999,,
,,,20100918,1800,,HU,26.6N,64.0W,80,945,300,225,200,240,160,110,110,130,80,50,45,75,-999,,
,,,20100919,0,,HU,27.5N,64.6W,80,945,300,225,200,240,160,110,110,150,80,45,45,75,-999,,
,,,20100919,600,,HU,28.4N,65.2W,75,949,300,225,200,260,160,130,120,140,75,45,60,75,-999,,
,,,20100919,1200,,HU,29.6N,65.6W,75,949,300,250,200,300,160,130,120,140,75,45,60,75,-999,,
,,,20100919,1800,,HU,30.8N,65.9W,70,952,300,250,200,300,180,150,120,150,75,60,60,75,-999,,
,,,20100920,0,,HU,31.9N,65.7W,65,953,300,250,200,300,180,150,120,150,75,60,75,75,-999,,
,,,20100920,600,,HU,33.2N,65.2W,65,957,350,300,250,300,180,150,120,160,75,50,75,75,-999,,
,,,20100920,1200,,HU,35.1N,64.2W,65,960,350,300,250,300,180,150,120,160,75,50,75,75,-999,,
,,,20100920,1800,,HU,37.2N,62.6W,65,960,350,300,250,300,180,150,120,160,75,45,60,75,-999,,
,,,20100921,0,,HU,39.0N,60.4W,65,960,400,350,300,350,200,180,140,160,75,45,60,75,-999,,
,,,20100921,600,,HU,41.5N,57.0W,65,960,400,350,300,350,210,180,140,160,75,45,60,75,-999,,
,,,20100921,1200,,HU,44.8N,54.4W,65,955,400,350,350,350,200,180,140,160,75,45,60,75,-999,,
,,,20100921,1500,L,HU,46.6N,53.2W,75,950,400,350,350,350,200,180,140,160,75,45,60,75,-999,,
,,,20100921,1800,,EX,48.5N,52.1W,75,950,450,400,350,400,220,210,160,180,0,75,75,75,-999,,
,,,20100922,0,,EX,51.5N,50.5W,75,950,450,400,350,400,220,210,160,180,0,75,75,75,-999,,
,,,20100922,600,,EX,53.5N,49.5W,70,950,450,400,350,400,220,210,160,180,0,75,75,75,-999,,
,,,20100922,1200,,EX,55.5N,49.4W,70,950,450,400,350,400,220,240,160,180,0,75,75,75,-999,,
,,,20100922,1800,,EX,57.0N,50.0W,65,955,450,400,350,400,220,240,160,180,0,75,75,75,-999,,
,,,20100923,0,,EX,58.5N,51.0W,60,960,450,400,350,400,220,240,160,180,0,0,0,0,-999,,
,,,AL122021,LARRY,46,,,,,,,,,,,,,,,,,,,,
,,,20210831,1800,,TD,11.5N,20.6W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,50,,
,,,20210901,0,,TS,11.9N,22.5W,35,1005,30,30,0,30,0,0,0,0,0,0,0,0,45,,
,,,20210901,600,,TS,12.2N,24.5W,40,1004,40,40,40,30,0,0,0,0,0,0,0,0,40,,
,,,20210901,1200,,TS,12.4N,26.5W,45,1003,50,50,40,40,0,0,0,0,0,0,0,0,30,,
,,,20210901,1800,,TS,12.5N,28.4W,55,999,60,50,40,60,20,0,0,20,0,0,0,0,20,,
,,,20210902,0,,TS,12.7N,30.0W,60,996,60,50,40,60,20,0,0,20,0,0,0,0,20,,
,,,20210902,600,,HU,13.0N,31.6W,65,991,80,80,50,80,30,20,0,30,15,15,0,15,15,,
,,,20210902,1200,,HU,13.3N,33.3W,70,987,100,100,50,100,30,20,20,30,15,15,0,15,15,,
,,,20210902,1800,,HU,13.6N,35.0W,70,987,110,100,50,100,40,30,20,40,20,15,0,20,20,,
,,,20210903,0,,HU,13.9N,36.7W,75,985,130,100,50,120,40,40,20,40,20,15,0,20,20,,
,,,20210903,600,,HU,14.1N,38.4W,80,983,130,100,50,120,40,40,20,40,20,15,0,20,20,,
,,,20210903,1200,,HU,14.4N,40.0W,80,980,130,110,60,120,50,40,20,50,20,15,0,20,20,,
,,,20210903,1800,,HU,14.7N,41.4W,90,973,130,110,60,120,50,40,30,50,25,20,15,25,20,,
,,,20210904,0,,HU,15.2N,42.7W,100,964,130,110,70,120,70,60,30,60,30,25,15,25,20,,
,,,20210904,600,,HU,15.8N,44.0W,110,956,130,110,70,120,70,60,30,60,30,25,15,25,20,,
,,,20210904,1200,,HU,16.4N,45.3W,110,956,130,110,80,120,70,60,30,60,35,25,20,30,25,,
,,,20210904,1800,,HU,17.0N,46.5W,105,958,140,120,80,130,70,60,40,60,40,30,25,35,30,,
,,,20210905,0,,HU,17.7N,47.5W,105,958,140,130,80,130,80,70,40,70,40,30,25,35,30,,
,,,20210905,600,,HU,18.4N,48.5W,105,958,140,140,80,130,80,70,40,70,40,30,25,35,30,,
,,,20210905,1200,,HU,19.2N,49.4W,110,953,150,150,80,130,80,80,40,70,40,30,25,35,30,,
,,,20210905,1800,,HU,20.0N,50.3W,110,953,150,150,80,140,80,80,40,70,50,40,30,40,30,,
,,,20210906,0,,HU,20.7N,51.2W,110,953,150,150,90,140,90,80,60,80,60,50,40,50,40,,
,,,20210906,600,,HU,21.2N,52.0W,105,956,150,150,100,140,90,80,60,80,60,50,40,50,40,,
,,,20210906,1200,,HU,21.6N,52.7W,105,956,160,150,110,140,90,80,60,80,60,50,40,50,40,,
,,,20210906,1800,,HU,22.1N,53.5W,105,956,160,150,110,140,90,80,70,80,60,50,40,50,40,,
,,,20210907,0,,HU,22.7N,54.2W,105,956,160,150,110,140,90,80,70,80,60,50,40,50,40,,
,,,20210907,600,,HU,23.3N,54.8W,100,960,160,160,110,140,90,80,70,80,60,50,40,50,40,,
,,,20210907,1200,,HU,24.0N,55.4W,95,963,160,160,120,140,100,90,70,80,60,50,40,50,40,,
,,,20210907,1800,,HU,24.7N,56.0W,95,965,160,160,120,140,100,90,70,80,60,50,40,50,40,,
,,,20210908,0,,HU,25.4N,56.5W,95,966,160,160,120,140,100,90,70,90,60,50,40,50,40,,
,,,20210908,600,,HU,26.2N,57.1W,95,966,170,180,140,140,100,90,70,90,60,50,40,50,50,,
,,,20210908,1200,,HU,27.2N,57.9W,90,966,180,200,140,150,100,90,70,90,60,50,40,50,50,,
,,,20210908,1800,,HU,28.2N,58.9W,90,967,200,200,140,150,100,100,70,90,60,50,40,50,60,,
,,,20210909,0,,HU,29.1N,59.9W,85,968,200,200,140,140,110,110,70,90,80,60,30,50,60,,
,,,20210909,600,,HU,30.1N,60.8W,80,968,200,200,140,140,110,110,70,90,80,60,30,50,60,,
,,,20210909,1200,,HU,31.3N,61.5W,80,966,200,200,140,140,110,110,70,90,80,60,30,50,60,,
,,,20210909,1800,,HU,32.8N,62.1W,80,966,200,200,140,140,110,110,70,90,80,60,30,50,60,,
,,,20210910,0,,HU,34.4N,62.3W,80,966,210,210,140,140,120,120,70,90,80,60,30,50,60,,
,,,20210910,600,,HU,36.5N,62.2W,75,964,210,210,160,140,120,120,90,90,80,70,30,50,60,,
,,,20210910,1200,,HU,38.9N,61.1W,70,961,220,220,180,120,120,120,120,80,60,90,0,0,60,,
,,,20210910,1800,,HU,41.9N,59.5W,70,958,220,220,180,120,120,120,120,80,60,90,0,0,70,,
,,,20210911,0,,HU,45.1N,56.6W,70,958,220,220,180,120,120,120,120,80,60,90,0,0,70,,
,,,20210911,330,L,HU,47.3N,54.6W,70,958,220,220,180,120,120,120,120,80,60,90,0,0,70,,
,,,20210911,600,,HU,48.8N,53.3W,65,959,240,240,180,120,90,120,90,0,60,90,0,0,70,,
,,,20210911,1200,,EX,52.5N,49.7W,60,963,240,270,210,150,90,120,70,0,0,0,0,0,70,,
